GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABZ001,ABZ002,ABZ003,ABZ004,ABZ005,ABZ006
"G2101370","1830","Kentucky","210","Lincoln","1370","Lincoln",4,6,1,0,0,0
"G2101390","1830","Kentucky","210","Livingston","1390","Livingston",0,0,0,0,0,0
"G2101410","1830","Kentucky","210","Logan","1410","Logan",0,0,1,1,0,0
"G2101450","1830","Kentucky","210","McCracken","1450","Mccracken",0,0,0,0,0,0
"G2101510","1830","Kentucky","210","Madison","1510","Madison",4,4,2,0,2,0
"G2101610","1830","Kentucky","210","Mason","1610","Mason",0,1,2,1,1,1
"G2101630","1830","Kentucky","210","Meade","1630","Meade",0,0,0,0,0,0
"G2101670","1830","Kentucky","210","Mercer","1670","Mercer",6,14,6,0,1,0
"G2101710","1830","Kentucky","210","Monroe","1710","Monroe",0,0,0,0,0,0
"G2101730","1830","Kentucky","210","Montgomery","1730","Montgomery",1,5,1,0,0,0
"G2101750","1830","Kentucky","210","Morgan","1750","Morgan",0,0,0,0,0,0
"G2101770","1830","Kentucky","210","Muhlenberg","1770","Muhlenberg",2,1,1,0,0,0
"G2101790","1830","Kentucky","210","Nelson","1790","Nelson",8,4,3,2,3,0
"G2101810","1830","Kentucky","210","Nicholas","1810","Nicholas",0,2,1,0,0,0
"G2101830","1830","Kentucky","210","Ohio","1830","Ohio",2,0,0,0,0,0
"G2101850","1830","Kentucky","210","Oldham","1850","Oldham",1,2,3,0,0,0
"G2101870","1830","Kentucky","210","Owen","1870","Owen",1,1,1,0,0,0
"G2101910","1830","Kentucky","210","Pendleton","1910","Pendleton",1,2,2,0,0,0
"G2101930","1830","Kentucky","210","Perry","1930","Perry",0,1,2,0,0,0
"G2101950","1830","Kentucky","210","Pike","1950","Pike",4,1,0,0,0,0
"G2101990","1830","Kentucky","210","Pulaski","1990","Pulaski",0,0,0,0,0,0
"G2102030","1830","Kentucky","210","Rockcastle","2030","Rockcastle",0,0,0,0,0,0
"G2102070","1830","Kentucky","210","Russell","2070","Russell",0,1,0,0,0,0
"G2102090","1830","Kentucky","210","Scott","2090","Scott",1,0,0,1,0,0
"G2102110","1830","Kentucky","210","Shelby","2110","Shelby",5,1,0,1,3,0
"G2102130","1830","Kentucky","210","Simpson","2130","Simpson",0,1,1,0,0,0
"G2102150","1830","Kentucky","210","Spencer","2150","Spencer",0,0,2,0,0,0
"G2102190","1830","Kentucky","210","Todd","2190","Todd",0,0,1,0,0,0
"G2102210","1830","Kentucky","210","Trigg","2210","Trigg",0,0,0,0,0,0
"G2102250","1830","Kentucky","210","Union","2250","Union",0,0,0,0,0,0
"G2102270","1830","Kentucky","210","Warren","2270","Warren",0,1,0,0,0,0
"G2102290","1830","Kentucky","210","Washington","2290","Washington",3,1,4,0,0,0
"G2102310","1830","Kentucky","210","Wayne","2310","Wayne",0,0,0,0,0,0
"G2102350","1830","Kentucky","210","Whitley","2350","Whitley",0,0,1,0,0,0
"G2102390","1830","Kentucky","210","Woodford","2390","Woodford",0,1,4,1,1,1
"G2200050","1830","Louisiana","220","Ascension","0050","Ascension",0,0,0,0,0,0
"G2200070","1830","Louisiana","220","Assumption","0070","Assumption",0,0,0,0,0,0
"G2200090","1830","Louisiana","220","Avoyelles","0090","Avoyelles",2,2,2,0,0,0
"G2200250","1830","Louisiana","220","Catahoula","0250","Catahoula",0,0,0,1,0,0
"G2200270","1830","Louisiana","220","Claiborne","0270","Claiborne",1,0,0,0,0,0
"G2200290","1830","Louisiana","220","Concordia","0290","Concordia",0,0,0,0,0,0
"G2200330","1830","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",0,0,1,0,0,0
"G2200370","1830","Louisiana","220","East Feliciana","0370","East Feliciana",1,0,0,0,0,0
"G2200470","1830","Louisiana","220","Iberville","0470","Iberville",0,1,0,0,0,0
"G2200510","1830","Louisiana","220","Jefferson","0510","Jefferson",0,0,0,0,0,1
"G2200550","1830","Louisiana","220","Lafayette","0550","Lafayette",1,2,3,0,0,0
"G2200570","1830","Louisiana","220","Lafourche","0570","Lafourche",2,1,0,0,0,0
"G2200690","1830","Louisiana","220","Natchitoches","0690","Natchitoches",0,0,1,0,0,1
"G2200710","1830","Louisiana","220","Orleans","0710","Orleans",3,2,9,3,3,2
"G2200730","1830","Louisiana","220","Ouachita","0730","Ouachita",0,2,1,1,0,0
"G2200750","1830","Louisiana","220","Plaquemines","0750","Plaquemines",1,0,0,0,0,0
"G2200770","1830","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",0,0,1,0,0,0
"G2200790","1830","Louisiana","220","Rapides","0790","Rapides",0,0,0,0,0,0
"G2200870","1830","Louisiana","220","St Bernard","0870","St Bernard",0,0,0,0,0,1
"G2200890","1830","Louisiana","220","St Charles","0890","St Charles",0,1,0,0,0,0
"G2200910","1830","Louisiana","220","St Helena","0910","St Helena",1,0,0,0,0,1
"G2200930","1830","Louisiana","220","St James","0930","St James",0,0,0,0,0,1
"G2200950","1830","Louisiana","220","St John The Baptist","0950","St John The Baptist",0,1,0,0,0,0
"G2200970","1830","Louisiana","220","St Landry","0970","St Landry",2,0,0,0,0,0
"G2200990","1830","Louisiana","220","St Martin","0990","St Martin",0,0,0,0,1,0
"G2201010","1830","Louisiana","220","St Mary","1010","St Mary",0,1,1,0,0,0
"G2201030","1830","Louisiana","220","St Tammany","1030","St Tammany",0,0,0,0,0,0
"G2201090","1830","Louisiana","220","Terrebonne","1090","Terrebonne",0,1,0,0,0,0
"G2201170","1830","Louisiana","220","Washington","1170","Washington",0,0,0,0,0,0
"G2201210","1830","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",1,1,0,0,1,1
"G2201250","1830","Louisiana","220","West Feliciana","1250","West Feliciana",0,0,0,2,0,1
"G2300050","1830","Maine","230","Cumberland","0050","Cumberland",18,15,16,0,0,1
"G2300090","1830","Maine","230","Hancock","0090","Hancock",5,2,2,0,0,0
"G2300110","1830","Maine","230","Kennebec","0110","Kennebec",6,7,7,0,0,0
"G2300150","1830","Maine","230","Lincoln","0150","Lincoln",7,6,4,2,0,0
"G2300170","1830","Maine","230","Oxford","0170","Oxford",3,4,1,0,0,0
"G2300190","1830","Maine","230","Penobscot","0190","Penobscot",4,3,3,0,0,0
"G2300250","1830","Maine","230","Somerset","0250","Somerset",9,6,3,2,0,0
"G2300270","1830","Maine","230","Waldo","0270","Waldo",3,4,4,0,0,0
"G2300290","1830","Maine","230","Washington","0290","Washington",1,0,3,0,0,0
"G2300310","1830","Maine","230","York","0310","York",8,13,13,0,0,0
"G2400010","1830","Maryland","240","Allegany","0010","Allegany",1,2,1,0,0,0
"G2400030","1830","Maryland","240","Anne Arundel","0030","Anne Arundel",3,4,4,2,6,4
"G2400050","1830","Maryland","240","Baltimore","0050","Baltimore",6,3,4,4,2,4
"G2400090","1830","Maryland","240","Calvert","0090","Calvert",1,1,4,1,2,0
"G2400110","1830","Maryland","240","Caroline","0110","Caroline",0,1,2,0,0,0
"G2400150","1830","Maryland","240","Cecil","0150","Cecil",9,3,3,1,0,0
"G2400170","1830","Maryland","240","Charles","0170","Charles",0,1,1,4,2,0
"G2400190","1830","Maryland","240","Dorchester","0190","Dorchester",4,1,2,3,1,2
"G2400210","1830","Maryland","240","Frederick","0210","Frederick",5,2,6,0,1,0
"G2400250","1830","Maryland","240","Harford","0250","Harford",2,1,1,0,2,1
"G2400290","1830","Maryland","240","Kent","0290","Kent",1,1,2,3,2,4
"G2400310","1830","Maryland","240","Montgomery","0310","Montgomery",1,1,3,1,1,1
"G2400330","1830","Maryland","240","Prince Georges","0330","Prince Georges",0,0,1,3,4,2
"G2400350","1830","Maryland","240","Queen Anne's","0350","Queen Anne's",0,1,1,1,3,1
"G2400370","1830","Maryland","240","St Mary's","0370","St Mary's",3,1,1,7,1,2
"G2400390","1830","Maryland","240","Somerset","0390","Somerset",7,3,2,0,0,2
"G2400410","1830","Maryland","240","Talbot","0410","Talbot",0,0,0,0,1,2
"G2400430","1830","Maryland","240","Washington","0430","Washington",1,1,6,0,0,1
"G2400470","1830","Maryland","240","Worcester","0470","Worcester",1,2,4,0,0,0
"G2405100","1830","Maryland","240","Baltimore City","5100","Baltimore City",5,2,6,10,2,0
"G2500010","1830","Massachusetts","250","Barnstable","0010","Barnstable",1,4,3,0,0,1
"G2500030","1830","Massachusetts","250","Berkshire","0030","Berkshire",1,3,3,0,0,0
"G2500050","1830","Massachusetts","250","Bristol","0050","Bristol",7,3,16,0,0,0
"G2500070","1830","Massachusetts","250","Dukes","0070","Dukes",5,3,4,0,0,0
"G2500090","1830","Massachusetts","250","Essex","0090","Essex",10,4,45,0,0,0
"G2500110","1830","Massachusetts","250","Franklin","0110","Franklin",3,3,8,0,1,0
"G2500130","1830","Massachusetts","250","Hampden","0130","Hampden",0,2,0,0,2,2
"G2500150","1830","Massachusetts","250","Hampshire","0150","Hampshire",1,2,5,0,0,0
"G2500170","1830","Massachusetts","250","Middlesex","0170","Middlesex",5,4,11,2,0,0
"G2500190","1830","Massachusetts","250","Nantucket","0190","Nantucket",0,0,1,0,0,0
"G2500210","1830","Massachusetts","250","Norfolk","0210","Norfolk",14,6,3,0,0,0
"G2500230","1830","Massachusetts","250","Plymouth","0230","Plymouth",4,6,22,0,0,1
"G2500250","1830","Massachusetts","250","Suffolk","0250","Suffolk",1,12,5,0,0,0
"G2500270","1830","Massachusetts","250","Worcester","0270","Worcester",4,10,12,0,0,0
"G2650025","1830","Michigan Territory","265","Berrien","0025","Berrien",0,0,0,0,0,0
"G2650035","1830","Michigan Territory","265","Brown","0035","Brown",0,0,0,0,0,0
"G2650055","1830","Michigan Territory","265","Cass","0055","Cass",0,0,0,0,0,0
"G2650075","1830","Michigan Territory","265","Chippewa","0075","Chippewa",0,0,0,0,0,0
"G2650095","1830","Michigan Territory","265","Crawford","0095","Crawford",0,0,0,0,0,0
"G2650175","1830","Michigan Territory","265","Iowa","0175","Iowa",0,0,0,0,0,0
"G2650195","1830","Michigan Territory","265","Lenawee","0195","Lenawee",0,0,0,0,0,0
"G2650215","1830","Michigan Territory","265","Macomb","0215","Macomb",1,1,0,0,0,0
"G2650235","1830","Michigan Territory","265","Michilimackinac","0235","Michilimackinac",0,0,0,0,0,0
"G2650255","1830","Michigan Territory","265","Monroe","0255","Monroe",1,2,2,0,0,0
"G2650275","1830","Michigan Territory","265","Oakland","0275","Oakland",1,0,0,0,0,0
"G2650295","1830","Michigan Territory","265","St Clair","0295","St Clair",0,1,1,0,0,0
"G2650315","1830","Michigan Territory","265","St Joseph","0315","St Joseph",0,0,0,0,0,0
"G2650335","1830","Michigan Territory","265","Van Buren","0335","Van Buren",0,0,0,0,0,0
"G2650355","1830","Michigan Territory","265","Washtenaw","0355","Washtenaw",0,1,0,0,0,0
"G2650375","1830","Michigan Territory","265","Wayne","0375","Wayne",1,2,1,0,0,0
"G2800010","1830","Mississippi","280","Adams","0010","Adams",0,0,0,1,1,1
"G2800050","1830","Mississippi","280","Amite","0050","Amite",0,0,0,0,1,0
"G2800210","1830","Mississippi","280","Claiborne","0210","Claiborne",0,0,1,0,0,0
"G2800290","1830","Mississippi","280","Copiah","0290","Copiah",0,1,0,0,0,0
"G2800310","1830","Mississippi","280","Covington","0310","Covington",0,0,0,0,0,0
"G2800370","1830","Mississippi","280","Franklin","0370","Franklin",1,0,0,0,1,0
"G2800410","1830","Mississippi","280","Greene","0410","Greene",0,0,1,0,0,0
"G2800450","1830","Mississippi","280","Hancock","0450","Hancock",0,1,0,0,0,0
"G2800490","1830","Mississippi","280","Hinds","0490","Hinds",1,1,1,0,0,0
"G2800590","1830","Mississippi","280","Jackson","0590","Jackson",1,0,1,0,0,0
"G2800630","1830","Mississippi","280","Jefferson","0630","Jefferson",0,0,1,1,0,0
"G2800670","1830","Mississippi","280","Jones","0670","Jones",1,0,0,0,0,0
"G2800770","1830","Mississippi","280","Lawrence","0770","Lawrence",0,1,0,0,0,0
"G2800870","1830","Mississippi","280","Lowndes","0870","Lowndes",0,0,0,0,0,0
"G2800890","1830","Mississippi","280","Madison","0890","Madison",0,0,0,0,1,0
"G2800910","1830","Mississippi","280","Marion","0910","Marion",0,0,0,0,0,0
"G2800950","1830","Mississippi","280","Monroe","0950","Monroe",0,0,0,0,2,0
"G2801110","1830","Mississippi","280","Perry","1110","Perry",0,2,0,0,0,0
"G2801130","1830","Mississippi","280","Pike","1130","Pike",0,0,0,0,0,0
"G2801210","1830","Mississippi","280","Rankin","1210","Rankin",1,2,0,0,0,0
"G2801270","1830","Mississippi","280","Simpson","1270","Simpson",5,0,0,0,0,0
"G2801490","1830","Mississippi","280","Warren","1490","Warren",0,0,0,0,1,1
"G2801510","1830","Mississippi","280","Washington","1510","Washington",0,0,0,0,0,0
"G2801530","1830","Mississippi","280","Wayne","1530","Wayne",0,0,0,0,1,0
"G2801570","1830","Mississippi","280","Wilkinson","1570","Wilkinson",1,1,2,0,0,0
"G2801630","1830","Mississippi","280","Yazoo","1630","Yazoo",1,1,0,0,0,0
"G2900190","1830","Missouri","290","Boone","0190","Boone",0,0,1,0,0,1
"G2900270","1830","Missouri","290","Callaway","0270","Callaway",0,0,0,0,0,0
"G2900310","1830","Missouri","290","Cape Girardeau","0310","Cape Girardeau",0,0,5,0,0,0
"G2900410","1830","Missouri","290","Chariton","0410","Chariton",0,0,0,0,0,0
"G2900470","1830","Missouri","290","Clay","0470","Clay",0,0,0,0,0,0
"G2900510","1830","Missouri","290","Cole","0510","Cole",0,0,0,0,0,0
"G2900530","1830","Missouri","290","Cooper","0530","Cooper",1,0,0,0,0,0
"G2900550","1830","Missouri","290","Crawford","0550","Crawford",0,0,0,0,0,0
"G2900710","1830","Missouri","290","Franklin","0710","Franklin",0,0,0,0,0,0
"G2900730","1830","Missouri","290","Gasconade","0730","Gasconade",0,0,0,0,0,0
"G2900890","1830","Missouri","290","Howard","0890","Howard",1,0,0,0,0,2
"G2900950","1830","Missouri","290","Jackson","0950","Jackson",0,0,0,0,0,0
"G2900990","1830","Missouri","290","Jefferson","0990","Jefferson",0,0,0,0,0,0
"G2901070","1830","Missouri","290","Lafayette","1070","Lafayette",0,0,0,0,0,0
"G2901130","1830","Missouri","290","Lincoln","1130","Lincoln",3,1,2,1,0,0
"G2901230","1830","Missouri","290","Madison","1230","Madison",2,0,0,0,0,0
"G2901270","1830","Missouri","290","Marion","1270","Marion",0,0,1,0,0,1
"G2901390","1830","Missouri","290","Montgomery","1390","Montgomery",2,0,0,0,0,0
"G2901430","1830","Missouri","290","New Madrid","1430","New Madrid",0,0,0,0,0,0
"G2901570","1830","Missouri","290","Perry","1570","Perry",0,1,0,0,0,0
"G2901630","1830","Missouri","290","Pike","1630","Pike",1,0,0,0,0,0
"G2901730","1830","Missouri","290","Ralls","1730","Ralls",2,0,0,0,1,0
"G2901750","1830","Missouri","290","Randolph","1750","Randolph",0,0,0,0,0,0
"G2901770","1830","Missouri","290","Ray","1770","Ray",0,0,0,0,0,0
"G2901830","1830","Missouri","290","St Charles","1830","St Charles",0,1,0,0,0,0
"G2901860","1830","Missouri","290","Ste Genevieve","1860","Ste Genevieve",0,1,0,0,0,0
"G2901870","1830","Missouri","290","St Francois","1870","St Francois",0,0,1,0,0,1
"G2901890","1830","Missouri","290","St Louis","1890","St Louis",1,0,0,0,0,0
"G2901950","1830","Missouri","290","Saline","1950","Saline",0,1,0,0,0,0
"G2902010","1830","Missouri","290","Scott","2010","Scott",0,0,0,0,0,0
"G2902210","1830","Missouri","290","Washington","2210","Washington",3,0,0,1,0,0
"G2902230","1830","Missouri","290","Wayne","2230","Wayne",0,0,0,0,0,0
"G3300050","1830","New Hampshire","330","Cheshire","0050","Cheshire",4,1,5,0,0,0
"G3300070","1830","New Hampshire","330","Coos","0070","Coos",2,2,1,0,0,0
"G3300090","1830","New Hampshire","330","Grafton","0090","Grafton",4,10,1,0,0,0
"G3300110","1830","New Hampshire","330","Hillsborough","0110","Hillsborough",5,11,6,0,0,0
"G3300130","1830","New Hampshire","330","Merrimack","0130","Merrimack",2,5,8,0,0,0
"G3300150","1830","New Hampshire","330","Rockingham","0150","Rockingham",3,9,7,5,1,3
"G3300170","1830","New Hampshire","330","Strafford","0170","Strafford",7,11,13,0,0,0
"G3300190","1830","New Hampshire","330","Sullivan","0190","Sullivan",5,6,7,0,0,0
"G3400030","1830","New Jersey","340","Bergen","0030","Bergen",6,2,2,3,0,0
"G3400050","1830","New Jersey","340","Burlington","0050","Burlington",5,7,8,0,1,1
"G3400090","1830","New Jersey","340","Cape May","0090","Cape May",0,1,0,0,0,0
"G3400110","1830","New Jersey","340","Cumberland","0110","Cumberland",0,1,3,0,0,0
"G3400130","1830","New Jersey","340","Essex","0130","Essex",7,11,9,0,0,0
"G3400150","1830","New Jersey","340","Gloucester","0150","Gloucester",11,13,5,0,0,0
"G3400190","1830","New Jersey","340","Hunterdon","0190","Hunterdon",11,11,12,0,0,0
"G3400230","1830","New Jersey","340","Middlesex","0230","Middlesex",5,4,3,0,0,0
"G3400250","1830","New Jersey","340","Monmouth","0250","Monmouth",8,5,6,0,0,1
"G3400270","1830","New Jersey","340","Morris","0270","Morris",2,6,12,2,1,1
"G3400330","1830","New Jersey","340","Salem","0330","Salem",2,2,2,0,0,0
"G3400350","1830","New Jersey","340","Somerset","0350","Somerset",4,4,6,0,0,0
"G3400370","1830","New Jersey","340","Sussex","0370","Sussex",1,2,3,0,0,0
"G3400410","1830","New Jersey","340","Warren","0410","Warren",2,2,1,0,0,5
"G3600010","1830","New York","360","Albany","0010","Albany",15,10,5,0,0,1
"G3600030","1830","New York","360","Allegany","0030","Allegany",0,2,5,0,0,0
"G3600070","1830","New York","360","Broome","0070","Broome",0,5,4,0,0,0
"G3600090","1830","New York","360","Cattaraugus","0090","Cattaraugus",8,3,9,0,0,0
"G3600110","1830","New York","360","Cayuga","0110","Cayuga",8,5,11,0,0,0
"G3600130","1830","New York","360","Chautauqua","0130","Chautauqua",1,5,3,0,0,0
"G3600170","1830","New York","360","Chenango","0170","Chenango",0,1,1,0,0,0
"G3600190","1830","New York","360","Clinton","0190","Clinton",6,5,3,0,0,0
"G3600210","1830","New York","360","Columbia","0210","Columbia",2,6,5,0,1,2
"G3600230","1830","New York","360","Cortland","0230","Cortland",8,2,5,0,0,0
"G3600250","1830","New York","360","Delaware","0250","Delaware",7,6,7,0,0,0
"G3600270","1830","New York","360","Dutchess","0270","Dutchess",4,4,13,1,0,0
"G3600290","1830","New York","360","Erie","0290","Erie",2,2,1,0,0,0
"G3600310","1830","New York","360","Essex","0310","Essex",1,0,3,2,0,0
"G3600330","1830","New York","360","Franklin","0330","Franklin",5,2,0,0,0,0
"G3600370","1830","New York","360","Genesee","0370","Genesee",13,12,5,0,0,0
"G3600390","1830","New York","360","Greene","0390","Greene",5,7,0,0,0,0
"G3600410","1830","New York","360","Hamilton","0410","Hamilton",0,1,0,0,0,0
"G3600430","1830","New York","360","Herkimer","0430","Herkimer",4,8,9,0,1,0
"G3600450","1830","New York","360","Jefferson","0450","Jefferson",7,8,4,0,0,0
"G3600470","1830","New York","360","Kings","0470","Kings",0,0,0,0,0,0
"G3600490","1830","New York","360","Lewis","0490","Lewis",0,2,5,0,0,0
"G3600510","1830","New York","360","Livingston","0510","Livingston",4,4,2,0,0,0
"G3600530","1830","New York","360","Madison","0530","Madison",6,11,5,0,0,0
"G3600550","1830","New York","360","Monroe","0550","Monroe",8,3,7,4,1,2
"G3600570","1830","New York","360","Montgomery","0570","Montgomery",10,31,9,0,1,0
"G3600610","1830","New York","360","New York","0610","New York",28,69,8,4,5,1
"G3600630","1830","New York","360","Niagara","0630","Niagara",2,1,3,1,0,0
"G3600650","1830","New York","360","Oneida","0650","Oneida",8,9,7,0,0,0
"G3600670","1830","New York","360","Onondaga","0670","Onondaga",14,7,7,0,0,0
"G3600690","1830","New York","360","Ontario","0690","Ontario",3,6,4,0,0,0
"G3600710","1830","New York","360","Orange","0710","Orange",5,8,9,1,0,1
"G3600730","1830","New York","360","Orleans","0730","Orleans",1,0,0,0,0,0
"G3600750","1830","New York","360","Oswego","0750","Oswego",4,4,5,0,0,0
"G3600770","1830","New York","360","Otsego","0770","Otsego",12,8,10,0,0,0
"G3600790","1830","New York","360","Putnam","0790","Putnam",1,0,3,0,0,0
"G3600810","1830","New York","360","Queens","0810","Queens",0,0,3,0,1,1
"G3600830","1830","New York","360","Rensselaer","0830","Rensselaer",5,3,6,0,0,0
"G3600850","1830","New York","360","Richmond","0850","Richmond",0,0,0,0,0,0
"G3600870","1830","New York","360","Rockland","0870","Rockland",1,0,3,0,0,0
"G3600890","1830","New York","360","St Lawrence","0890","St Lawrence",3,2,3,0,0,0
"G3600910","1830","New York","360","Saratoga","0910","Saratoga",7,2,7,1,0,0
"G3600930","1830","New York","360","Schenectady","0930","Schenectady",0,0,0,0,0,0
"G3600950","1830","New York","360","Schoharie","0950","Schoharie",4,6,11,0,0,0
"G3600990","1830","New York","360","Seneca","0990","Seneca",0,1,5,0,0,1
"G3601010","1830","New York","360","Steuben","1010","Steuben",2,0,6,0,0,1
"G3601030","1830","New York","360","Suffolk","1030","Suffolk",7,2,5,1,0,1
"G3601050","1830","New York","360","Sullivan","1050","Sullivan",0,1,3,0,0,0
"G3601070","1830","New York","360","Tioga","1070","Tioga",1,1,1,0,0,0
"G3601090","1830","New York","360","Tompkins","1090","Tompkins",2,2,1,0,2,0
"G3601110","1830","New York","360","Ulster","1110","Ulster",11,7,3,1,0,0
"G3601130","1830","New York","360","Warren","1130","Warren",3,5,4,0,0,0
"G3601150","1830","New York","360","Washington","1150","Washington",11,9,6,1,1,0
"G3601170","1830","New York","360","Wayne","1170","Wayne",5,3,8,0,0,1
"G3601190","1830","New York","360","Westchester","1190","Westchester",12,8,3,0,1,0
"G3601230","1830","New York","360","Yates","1230","Yates",1,1,0,0,0,0
"G3700070","1830","North Carolina","370","Anson","0070","Anson",0,0,2,0,0,1
"G3700090","1830","North Carolina","370","Ashe","0090","Ashe",1,0,1,0,0,0
"G3700130","1830","North Carolina","370","Beaufort","0130","Beaufort",1,0,2,1,0,0
"G3700150","1830","North Carolina","370","Bertie","0150","Bertie",0,0,0,0,0,1
"G3700170","1830","North Carolina","370","Bladen","0170","Bladen",0,0,0,0,1,0
"G3700190","1830","North Carolina","370","Brunswick","0190","Brunswick",1,0,1,0,0,0
"G3700210","1830","North Carolina","370","Buncombe","0210","Buncombe",2,2,3,0,0,0
"G3700230","1830","North Carolina","370","Burke","0230","Burke",3,2,1,0,0,0
"G3700250","1830","North Carolina","370","Cabarrus","0250","Cabarrus",0,0,2,0,0,0
"G3700290","1830","North Carolina","370","Camden","0290","Camden",1,2,1,1,0,0
"G3700310","1830","North Carolina","370","Carteret","0310","Carteret",2,2,0,0,0,0
"G3700330","1830","North Carolina","370","Caswell","0330","Caswell",3,0,1,0,0,0
"G3700370","1830","North Carolina","370","Chatham","0370","Chatham",2,3,1,1,0,1
"G3700410","1830","North Carolina","370","Chowan","0410","Chowan",2,1,2,0,0,0
"G3700470","1830","North Carolina","370","Columbus","0470","Columbus",1,0,0,0,0,1
"G3700490","1830","North Carolina","370","Craven","0490","Craven",1,1,0,0,3,1
"G3700510","1830","North Carolina","370","Cumberland","0510","Cumberland",0,0,2,1,1,0
"G3700530","1830","North Carolina","370","Currituck","0530","Currituck",1,3,2,1,0,0
"G3700570","1830","North Carolina","370","Davidson","0570","Davidson",1,3,1,0,0,0
"G3700610","1830","North Carolina","370","Duplin","0610","Duplin",2,2,5,0,1,0
"G3700650","1830","North Carolina","370","Edgecombe","0650","Edgecombe",0,1,0,0,0,1
"G3700690","1830","North Carolina","370","Franklin","0690","Franklin",1,0,2,2,1,0
"G3700730","1830","North Carolina","370","Gates","0730","Gates",0,0,0,0,1,0
"G3700770","1830","North Carolina","370","Granville","0770","Granville",3,7,0,2,0,0
"G3700790","1830","North Carolina","370","Greene","0790","Greene",1,1,0,0,0,0
"G3700810","1830","North Carolina","370","Guilford","0810","Guilford",1,1,2,1,0,0
"G3700830","1830","North Carolina","370","Halifax","0830","Halifax",0,0,1,0,0,1
"G3700870","1830","North Carolina","370","Haywood","0870","Haywood",0,0,0,0,0,0
"G3700910","1830","North Carolina","370","Hertford","0910","Hertford",0,0,1,0,3,0
"G3700950","1830","North Carolina","370","Hyde","0950","Hyde",0,1,0,0,0,1
"G3700970","1830","North Carolina","370","Iredell","0970","Iredell",1,1,1,0,0,0
"G3701010","1830","North Carolina","370","Johnston","1010","Johnston",3,1,1,0,0,0
"G3701030","1830","North Carolina","370","Jones","1030","Jones",0,0,0,3,0,0
"G3701070","1830","North Carolina","370","Lenoir","1070","Lenoir",0,1,0,0,0,1
"G3701090","1830","North Carolina","370","Lincoln","1090","Lincoln",0,5,4,2,0,0
"G3701130","1830","North Carolina","370","Macon","1130","Macon",0,1,0,0,0,0
"G3701170","1830","North Carolina","370","Martin","1170","Martin",4,1,1,1,0,0
"G3701190","1830","North Carolina","370","Mecklenburg","1190","Mecklenburg",0,0,2,1,0,1
"G3701230","1830","North Carolina","370","Montgomery","1230","Montgomery",0,3,1,1,1,0
"G3701250","1830","North Carolina","370","Moore","1250","Moore",0,1,3,0,2,0
"G3701270","1830","North Carolina","370","Nash","1270","Nash",2,1,2,0,1,0
"G3701290","1830","North Carolina","370","New Hanover","1290","New Hanover",0,0,4,1,0,0
"G3701310","1830","North Carolina","370","Northampton","1310","Northampton",0,0,0,0,0,0
"G3701330","1830","North Carolina","370","Onslow","1330","Onslow",1,1,0,0,1,1
"G3701350","1830","North Carolina","370","Orange","1350","Orange",5,2,5,1,1,1
"G3701390","1830","North Carolina","370","Pasquotank","1390","Pasquotank",1,1,0,0,0,0
"G3701430","1830","North Carolina","370","Perquimans","1430","Perquimans",0,0,0,0,0,2
"G3701450","1830","North Carolina","370","Person","1450","Person",0,1,3,3,1,0
"G3701470","1830","North Carolina","370","Pitt","1470","Pitt",1,1,1,0,0,0
"G3701510","1830","North Carolina","370","Randolph","1510","Randolph",1,1,1,0,1,0
"G3701530","1830","North Carolina","370","Richmond","1530","Richmond",2,1,1,0,1,0
"G3701550","1830","North Carolina","370","Robeson","1550","Robeson",0,3,0,1,0,0
"G3701570","1830","North Carolina","370","Rockingham","1570","Rockingham",2,1,2,0,0,0
"G3701590","1830","North Carolina","370","Rowan","1590","Rowan",2,3,5,0,0,0
"G3701610","1830","North Carolina","370","Rutherford","1610","Rutherford",2,4,4,2,0,0
"G3701630","1830","North Carolina","370","Sampson","1630","Sampson",0,1,0,0,1,0
"G3701690","1830","North Carolina","370","Stokes","1690","Stokes",4,1,0,0,1,0
"G3701710","1830","North Carolina","370","Surry","1710","Surry",0,5,1,0,0,0
"G3701770","1830","North Carolina","370","Tyrrell","1770","Tyrrell",2,1,1,0,1,0
"G3701830","1830","North Carolina","370","Wake","1830","Wake",2,0,0,1,1,5
"G3701850","1830","North Carolina","370","Warren","1850","Warren",0,0,0,3,0,5
"G3701870","1830","North Carolina","370","Washington","1870","Washington",1,1,2,0,0,1
"G3701910","1830","North Carolina","370","Wayne","1910","Wayne",0,2,0,1,3,0
"G3701930","1830","North Carolina","370","Wilkes","1930","Wilkes",4,4,1,0,0,0
"G3900010","1830","Ohio","390","Adams","0010","Adams",3,3,5,0,0,0
"G3900030","1830","Ohio","390","Allen","0030","Allen",0,0,0,0,0,0
"G3900070","1830","Ohio","390","Ashtabula","0070","Ashtabula",2,2,3,0,0,0
"G3900090","1830","Ohio","390","Athens","0090","Athens",0,0,0,0,0,0
"G3900130","1830","Ohio","390","Belmont","0130","Belmont",3,2,1,0,0,0
"G3900150","1830","Ohio","390","Brown","0150","Brown",6,4,1,0,0,0
